0,-0.13919713,0.14197026,-0.077083305,0.20910956,-0.33565729,-0.61060034,-0.23450731,-0.34438251,0.035107116,-0.86404924,-0.17090206,0.19076043,-0.13466197,-0.13132307
-0.13919713,0,-0.30010459,-0.26784373,-0.43363599,-0.056414089,-0.10821358,-0.78194268,-0.055569851,-0.055569851,0.2801914,0.043802623,-1.0498221,0.085157808,-0.29576619
0.14197026,-0.30010459,0,-0.14268059,0.048202102,-0.96087036,-0.057158414,-0.40546511,-0.40997979,0.020803128,-0.31060731,-0.31060731,-0.057158414,0.23052366,-0.60238546
-0.077083305,-0.26784373,-0.14268059,0,-0.43036266,0.2500455,-0.64393676,-0.085522173,-0.54477301,-0.052296526,0.10114317,-0.44540054,-0.53572318,-0.43036266,0.017662063
0.20910956,-0.43363599,0.048202102,-0.43036266,0,-0.17811102,0.016949558,-0.097163748,-0.017418085,-1.029019,-0.11871631,-0.23649934,0.14578243,-0.41383336,-0.5535953
-0.33565729,-0.056414089,-0.96087036,0.2500455,-0.17811102,0,-0.1403707,0.46683405,0.017633553,0.017633553,-0.3938196,0.076184032,-0.28347154,-0.9120802,-0.29807034
-0.61060034,-0.10821358,-0.057158414,-0.64393676,0.016949558,-0.1403707,0,-0.61903921,0.2614843,-0.38514287,-0.044608335,-0.38108057,-1.0692402,0.065739722,-0.0050293484
-0.23450731,-0.78194268,-0.40546511,-0.085522173,-0.097163748,0.46683405,-0.61903921,0,-0.46103496,0.3274224,-0.58480604,0.22612418,0.15415068,-0.47445798,-0.20875481
-0.34438251,-0.055569851,-0.40997979,-0.54477301,-0.017418085,0.017633553,0.2614843,-0.46103496,0,-0.30264617,0.14156679,-0.040754765,-0.21808878,-0.36118962,-0.23268758
0.035107116,-0.055569851,0.020803128,-0.052296526,-1.029019,0.017633553,-0.38514287,0.3274224,-0.30264617,0,-0.63859177,-0.09204806,-0.1227786,-0.21808878,-0.17552917
-0.86404924,0.2801914,-0.31060731,0.10114317,-0.11871631,-0.3938196,-0.044608335,-0.58480604,0.14156679,-0.63859177,0,-0.16452584,-0.11871631,0.11767247,0.124514
-0.17090206,0.043802623,-0.31060731,-0.44540054,-0.23649934,0.076184032,-0.38108057,0.22612418,-0.040754765,-0.09204806,-0.16452584,0,-0.62954193,-0.18770918,-0.076156692
0.19076043,-1.0498221,-0.057158414,-0.53572318,0.14578243,-0.28347154,-1.0692402,0.15415068,-0.21808878,-0.1227786,-0.11871631,-0.62954193,0,-0.0083682497,0.034191365
-0.13466197,0.085157808,0.23052366,-0.43036266,-0.41383336,-0.9120802,0.065739722,-0.47445798,-0.36118962,-0.21808878,0.11767247,-0.18770918,-0.0083682497,0,0.43965647
-0.13132307,-0.29576619,-0.60238546,0.017662063,-0.5535953,-0.29807034,-0.0050293484,-0.20875481,-0.23268758,-0.17552917,0.124514,-0.076156692,0.034191365,0.43965647,0
